,Unnamed: 0,joined,kind,link,location,market,name,,raised,size,stage,website,years,annual_raised,raised_2mil,raised_12mil,size_numeric,followers,following
2422,2422,3/1/2013,Startup,https://angel.co/company/oriental-medway,New Castle,Personal Health,Oriental Medway,,500000,10-Jan,Seed,orientalmedway.com,6.794520548,73588.70968,0,0,5,0,0
2427,2427,12/1/2016,Startup,https://angel.co/company/aisense,Los Altos,Mobile,Otter.ai,,10000000,Nov-50,Series A,otter.ai,3.038356164,3291253.381,1,0,25,0,0
2428,2428,11/1/2012,Startup,https://angel.co/company/otterology,Minneapolis,Retail Technology,Otterology,,425000,10-Jan,Seed,otterology.com,7.123287671,59663.46154,0,0,5,668,"1,484"
2429,2429,5/1/2013,Startup,https://angel.co/company/otus-labs,Sheffield,Personalization,Otus Labs,,122000,10-Jan,Seed,OtusLabs.com,6.62739726,18408.43324,0,0,5,130,215
2430,2430,4/1/2015,Startup,https://angel.co/company/our-little-foxes,Sydney,Families,Our Little Foxes,,130000,10-Jan,Seed,ourlittlefoxes.com,4.709589041,27603.25771,0,0,5,186,284
2432,2432,3/1/2012,Startup,https://angel.co/company/outtrippin,San Francisco,Crowdsourcing,OutTrippin,,20000,10-Jan,Seed,OutTrippin.com,7.794520548,2565.905097,0,0,5,"1,294","1,221"
2434,2434,11/1/2013,Startup,https://angel.co/company/outleads,New York City,Lead Generation,Outleads,,30000,10-Jan,Seed,outleads.com,6.123287671,4899.328859,0,0,5,182,160
2440,2440,12/1/2014,Startup,https://angel.co/company/takipi,San Francisco,Developer Tools,OverOps,,19500000,51-200,Series A,overops.com,5.04109589,3868206.522,1,1,125,"9,939","4,458"
2441,2441,10/1/2012,Startup,https://angel.co/company/overcart,Delhi,Robotics,Overcart,,3500000,51-200,Series A,overcart.com,7.208219178,485556.8225,1,0,125,"1,617","1,270"
2444,2444,9/1/2012,Startup,https://angel.co/company/oximity,Palo Alto,Crowdsourcing,Oximity (acquired by Scribd),,600000,Nov-50,Seed,oximity.com,7.290410959,82299.88726,0,0,25,41.2K,32.1K
2448,2448,8/1/2013,Startup,https://angel.co/company/parachute,Los Angeles,Interior Design,PARACHUTE,,10000000,51-200,Series A,parachutehome.com,6.375342466,1568543.189,1,0,125,"4,199",649
2449,2449,2/1/2014,Startup,https://angel.co/company/pcb-team,Toulouse,Mobile Games,PCB Team,,400000,10-Jan,Seed,pcb-team.com,5.871232877,68128.79141,0,0,5,0,0
2450,2450,2/1/2014,Startup,https://angel.co/company/pdx-biotech-2,Lexington,Veterinary,PDx BioTech,,13800000,10-Jan,Seed,perio-dx.com;,5.871232877,2350443.304,1,1,5,0,0
2451,2451,6/1/2014,Startup,https://angel.co/company/pfitr,St. Louis,Finance Technology,PFITR,,336000,10-Jan,Seed,pfitr.com,5.542465753,60622.83737,0,0,5,0,0
2452,2452,10/1/2015,Startup,https://angel.co/company/phr,Phoenix,Internet of Things,PHR Plus,,1360000,10-Jan,Seed,phrplus.com,4.208219178,323177.0833,0,0,5,481,657
2453,2453,8/1/2013,Startup,https://angel.co/company/plae,San Francisco,Kids,PLAE,,10900000,Nov-50,Seed,goplae.com,6.375342466,1709712.076,1,0,25,"2,238",499
2455,2455,4/1/2014,Startup,https://angel.co/company/projekt-313,Chester,Comparison Shopping,PROJEKT 313,,140000,10-Jan,Seed,bikmo.com,5.709589041,24520.15355,0,0,5,"2,385",201
2456,2456,8/1/2015,Startup,https://angel.co/company/proonto,Israel,Small and Medium Businesses,PROONTO,,860000,Nov-50,Seed,proonto.com,4.375342466,196556.0426,0,0,25,"1,386","1,036"
2458,2458,6/1/2013,Startup,https://angel.co/company/planetrainauto,New York City,Online Video Advertising,PTA (PlanesTrains+Automobiles),,750000,10-Jan,Seed,thepta.com,6.542465753,114635.6784,0,0,5,459,156
2459,2459,12/1/2013,Startup,https://angel.co/company/publicfast,San Francisco,Advertising Platforms,PUBLICFAST,,300000,10-Jan,Seed,publicfast.com,6.04109589,49659.86395,0,0,5,0,0
2461,2461,9/1/2012,Startup,https://angel.co/company/padlet,Singapore,Content Creators,Padlet,,13200000,10-Jan,Series A,padlet.com,7.290410959,1810597.52,1,1,5,59.4K,290
2462,2462,12/1/2014,Startup,https://angel.co/company/pagecloud,Ottawa,Web Design,PageCloud,,11800000,Nov-50,Series A,pagecloud.com,5.04109589,2340760.87,1,0,25,"4,391",701
2463,2463,6/1/2013,Startup,https://angel.co/company/pagefair,Dublin,Advertising,PageFair,,3333000,Nov-50,Series A,pagefair.com,6.542465753,509440.9548,1,0,25,"1,565",865
2465,2465,5/1/2014,Startup,https://angel.co/company/pagido,Berlin,Freelancers,Pagido,,137000,10-Jan,Seed,pagido.de,5.62739726,24345.18014,0,0,5,49,85
2466,2466,5/1/2016,Startup,https://angel.co/company/paladin-ai,Montreal,Training,Paladin AI,,800000,10-Jan,Seed,paladin.ai,3.624657534,220710.5064,0,0,5,0,0
2467,2467,2/1/2012,Startup,https://angel.co/company/paletly,Palo Alto,Mobile Commerce,Paletly,,300000,Nov-50,Seed,bloggers.paletly.com,7.873972603,38100.20877,0,0,25,987,204
2468,2468,5/1/2013,Startup,https://angel.co/company/pantrek,Medellín,Ground Transportation,PanTrek,,80000,10-Jan,Seed,pantrek.com,6.62739726,12071.10376,0,0,5,0,0
2469,2469,10/1/2014,Startup,https://angel.co/company/pana,Denver,Mobile Commerce,Pana,,11550000,51-200,Series A,pana.com,5.208219178,2217648.606,1,0,125,"4,473",894
2470,2470,7/1/2012,Startup,https://angel.co/company/panjo,Santa Monica,Forums,Panjo,,6472500,Nov-50,Series A,panjo.com,7.460273973,867595.4829,1,0,25,"2,725","1,243"
2475,2475,9/1/2014,Startup,https://angel.co/company/paperspace,Amsterdam,Cloud Infrastructure,Paperspace,,19120000,Nov-50,Series A,paperspace.com,5.290410959,3614085.966,1,1,25,"4,547","1,390"
2477,2477,8/1/2013,Startup,https://angel.co/company/parabase-genomics,Boston,Diagnostics,Parabase Genomics,,970000,10-Jan,Seed,parabasegenomics.com,6.375342466,152148.6893,0,0,5,0,0
2478,2478,7/1/2013,Startup,https://angel.co/company/parametric,Philadelphia,Mobile Payments,Parametric,,1240000,10-Jan,Series A,parametric.io,6.460273973,191942.324,0,0,5,39,174
2479,2479,12/1/2012,Startup,https://angel.co/company/parent-child-interactive-1,Portland,Corporate Training,Parent Child Interactive,,650000,10-Jan,Seed,parentchildinteractive.com,7.04109589,92315.1751,0,0,5,365,"1,470"
2480,2480,4/1/2014,Startup,https://angel.co/company/parent-planet,Los Angeles,K-12 Education,Parent Planet,,310000,10-Jan,Seed,parentplanet.com,5.709589041,54294.62572,0,0,5,0,0
2481,2481,3/1/2015,Startup,https://angel.co/company/parley-pro-1,Menlo Park,B2B,Parley Pro,,1000000,10-Jan,Seed,parleypro.com,4.794520548,208571.4286,0,0,5,0,0
2484,2484,5/1/2013,Startup,https://angel.co/company/partly-auto,Memphis,Comparison Shopping,Partly Auto,,7000,10-Jan,Seed,partlyauto.com,6.62739726,1056.221579,0,0,5,3,0
2485,2485,4/1/2013,Startup,https://angel.co/company/partyline,Las Vegas,Online Dating,PartyLine,,100000,10-Jan,Seed,partyline.me,6.709589041,14904.04247,0,0,5,"2,812",67
2488,2488,1/1/2012,Startup,https://angel.co/company/pastbook,Amsterdam,Photo Sharing,PastBook,,1003995,Nov-50,Seed,pastbook.com,7.95890411,126147.3924,0,0,25,"2,015",32
2491,2491,2/1/2013,Startup,https://angel.co/company/pathsource,San Francisco,Career Management,PathSource,,1400000,Nov-50,Seed,PathSource.com,6.871232877,203748.0064,0,0,25,452,929
2492,2492,8/1/2013,Startup,https://angel.co/company/pathflow,Rome,Retail Technology,Pathflow,,138000,10-Jan,Seed,pathflow.co,6.375342466,21645.896,0,0,5,0,0
2493,2493,4/1/2014,Startup,https://angel.co/company/pathship,Austin,,Pathship,,1370000,Nov-50,Seed,pathship.com,5.709589041,239947.2169,0,0,25,0,0
2496,2496,11/1/2011,Startup,https://angel.co/company/paybygroup,San Francisco,Group Buying,Pay By Group,,3400000,10-Jan,Seed,PayByGroup.com,8.126027397,418408.6312,1,0,5,471,650
2500,2500,9/1/2014,Startup,https://angel.co/company/payhero,Sydney,Small and Medium Businesses,Payhero,,100000,10-Jan,Seed,payhero.co,5.290410959,18902.12325,0,0,5,0,0
2503,2503,4/1/2014,Startup,https://angel.co/company/pear-deck,Iowa City,Productivity Software,Pear Deck,,600000,Nov-50,Seed,PearDeck.com,5.709589041,105086.3724,0,0,25,42.9K,"3,627"
2504,2504,8/1/2013,Startup,https://angel.co/company/pebble,Palo Alto,Hardware + Software,Pebble,,25675000,51-200,Seed,getpebble.com,6.375342466,4027234.637,1,1,125,83.4K,583
2505,2505,2/1/2015,Startup,https://angel.co/company/peerwell,Austin,Medical Technologies,PeerWell,,8600000,Nov-50,Series A,peerwell.co,4.871232877,1765466.817,1,0,25,"1,085",600
2506,2506,11/1/2012,Startup,https://angel.co/company/peerlyst,San Francisco,Enterprise Security,Peerlyst,,3000000,10-Jan,Seed,peerlyst.com,7.123287671,421153.8462,1,0,5,0,0
2507,2507,8/1/2013,Startup,https://angel.co/company/peerspace,San Francisco,Business Services,Peerspace,,6500000,51-200,Series A,peerspace.com,6.375342466,1019553.073,1,0,125,"2,487",837
2508,2508,11/1/2014,Startup,https://angel.co/company/pegco,London,Social Media,Peg,,1850000,10-Jan,Seed,peg.co,5.123287671,361096.2567,0,0,5,349,643
2509,2509,5/1/2014,Startup,https://angel.co/company/pendo-systems-inc,Charlotte,Big Data Analytics,"Pendo Systems, Inc.",,3200000,Nov-50,Seed,pendosystems.com,5.62739726,568646.5433,1,0,25,894,960
2510,2510,6/1/2016,Startup,https://angel.co/company/penta-1,Berlin,Banking,Penta,,9200000,Nov-50,Series A,getpenta.com,3.539726027,2599071.207,1,0,25,"2,230",16
2511,2511,10/1/2013,Startup,https://angel.co/company/penxy-1,San Francisco,Presentations,Penxy,,500000,10-Jan,Seed,penxy.com,6.208219178,80538.39365,0,0,5,0,0
2513,2513,9/1/2015,Startup,https://angel.co/company/peoplevox,London,Logistics Software,Peoplevox,,6000000,51-200,Series A,peoplevox.com,4.290410959,1398467.433,1,0,125,0,0
2515,2515,6/1/2011,Startup,https://angel.co/company/perfectcloud,India,Cloud Management,PerfectCloud,,400000,Nov-50,Seed,perfectcloud.io,8.545205479,46809.87496,0,0,25,590,584
2519,2519,9/1/2011,Startup,https://angel.co/company/perkville,Oakland,Loyalty Programs,Perkville,,2900000,Nov-50,Series A,perkville.com,8.293150685,349686.1579,1,0,25,"1,916",392
2520,2520,9/1/2013,Startup,https://angel.co/company/perpetuall,Bilbao,iPhone,Perpetuall,,226300,10-Jan,Series A,perpetuall.net,6.290410959,35975.39199,0,0,5,"7,129",787
2522,2522,2/1/2014,Startup,https://angel.co/company/personal-chef-approach,Los Angeles,Lifestyle,Personal Chef Approach,,80000,10-Jan,Seed,PersonalChefApproach.com,5.871232877,13625.75828,0,0,5,"3,144","1,102"
2524,2524,10/1/2017,Startup,https://angel.co/company/petagene,Cambridge,IT Management,PetaGene,,1120000,10-Jan,Seed,petagene.com,2.205479452,507826.087,0,0,5,0,0
2525,2525,6/1/2013,Startup,https://angel.co/company/petbrosia,Cincinnati,Pets,Petbrosia,,1160000,10-Jan,Seed,petbrosia.com,6.542465753,177303.1826,0,0,5,0,0
2526,2526,12/1/2013,Startup,https://angel.co/company/petzila-2,San Jose,Internet of Things,Petzila,,1500000,Nov-50,Seed,petzi.com,6.04109589,248299.3197,0,0,25,"1,495",460
2527,2527,3/1/2015,Startup,https://angel.co/company/phantoms-press,Detroit,Publishing,Phantoms Press,,4000,,Seed,afrophantoms.com,4.794520548,834.2857143,0,0,,0,0
2528,2528,9/1/2012,Startup,https://angel.co/company/phasica,Los Angeles,3D,Phasica,,5000,10-Jan,Seed,phasica.com,7.290410959,685.8323938,0,0,5,0,0
2529,2529,4/1/2013,Startup,https://angel.co/company/phigital,San Francisco,Location Based Services,Phigital,,3500000,Nov-50,Seed,gophigital.com,6.709589041,521641.4863,1,0,25,85,73
2531,2531,3/1/2015,Startup,https://angel.co/company/phlashmob,Scottsdale,Education Technology,Phlashmob,,150000,10-Jan,Seed,phlashmob.com,4.794520548,31285.71429,0,0,5,0,0
2533,2533,2/1/2013,Startup,https://angel.co/company/photiq,San Francisco,Mobile Commerce,Photiq,,500000,10-Jan,Seed,photiq.co,6.871232877,72767.14514,0,0,5,25,107
2535,2535,9/1/2015,Startup,https://angel.co/company/picasso-labs,London,Computer Vision,Picasso Labs,,5500000,Nov-50,Series A,picassolabs.com,4.290410959,1281928.48,1,0,25,0,0
2536,2536,7/1/2015,Startup,https://angel.co/company/pickfit-1,New York City,Fashion Tech,Pickfit,,43000,10-Jan,Seed,htttp:,4.460273973,9640.663391,0,0,5,656,12
2539,2539,3/1/2013,Startup,https://angel.co/company/pics-io,Ukraine,Photo Sharing,Pics.io,,180000,10-Jan,Seed,pics.io,6.794520548,26491.93548,0,0,5,"2,059",418
2540,2540,12/1/2012,Startup,https://angel.co/company/pigeonly,Las Vegas,Photo Sharing,Pigeonly,,1000000,10-Jan,Seed,pigeon.ly,7.04109589,142023.3463,0,0,5,0,0
2542,2542,10/1/2014,Startup,https://angel.co/company/pimmr,Amsterdam,Restaurants,Pimmr,,988200,10-Jan,Seed,pimmr.com,5.208219178,189738.5587,0,0,5,126,259
2543,2543,12/1/2014,Startup,https://angel.co/company/pine-1,Tucson,E-Commerce,Pine,,9000,10-Jan,Seed,startpine.com,5.04109589,1785.326087,0,0,5,0,0
2544,2544,5/1/2015,Startup,https://angel.co/company/pine-biotech,New Orleans,Big Data Analytics,Pine Biotech,,2550000,10-Jan,Seed,pine-biotech.com,4.62739726,551065.7194,1,0,5,741,"3,572"
2545,2545,3/1/2014,Startup,https://angel.co/company/getpinged,Chicago,Advertising Platforms,PingMe,,100000,10-Jan,Seed,getpinged.net,5.794520548,17257.68322,0,0,5,0,0
2546,2546,3/1/2014,Startup,https://angel.co/company/pingboard,Austin,Human Resources,Pingboard,,8450000,Nov-50,Seed,pingboard.com,5.794520548,1458274.232,1,0,25,"2,667",78
2547,2547,12/1/2014,Startup,https://angel.co/company/pingvalue,Elche,Local Advertising,Pingvalue,,2490000,Nov-50,Seed,pingvalue.com,5.04109589,493940.2174,1,0,25,"7,882",395
2549,2549,8/1/2013,Startup,https://angel.co/company/zapstitch,Bengaluru,B2B,Pipemonk,,2100000,Nov-50,Series A,pipemonk.com,6.375342466,329394.0696,1,0,25,905,"2,667"
2550,2550,4/1/2012,Startup,https://angel.co/company/pipit-interactive,Los Angeles,Retail Technology,Pipit Interactive,,1860870,10-Jan,Seed,pipit.com,7.709589041,241370.8422,0,0,5,0,0
2552,2552,10/1/2016,Startup,https://angel.co/company/pivotal-innovation-1,Denver,Manufacturing,Pivotal Innovation,,575000,10-Jan,Seed,pivotalinnovation.com,3.205479452,179380.3419,0,0,5,0,0
2554,2554,5/1/2013,Startup,https://angel.co/company/pixel-press,St. Louis,Toys,Pixel Press,,823200,10-Jan,Seed,projectpixelpress.com,6.62739726,124211.6577,0,0,5,"2,911",703
2555,2555,1/1/2012,Startup,https://angel.co/company/pixelmatic,Vancouver,MMO Games,Pixelmatic,,500000,Nov-50,Seed,pixelmatic.com,7.95890411,62822.71945,0,0,25,"2,403",289
2559,2559,4/1/2012,Startup,https://angel.co/company/placed,Seattle,Location Based Services,Placed,,13400000,Nov-50,Series A,placed.com,7.709589041,1738095.238,1,1,25,0,0
2562,2562,2/1/2013,Startup,https://angel.co/company/planese,Sunnyvale,Local Services,Planese,,100000,Nov-50,Seed,planese.com,6.871232877,14553.42903,0,0,25,0,0
2564,2564,7/1/2011,Startup,https://angel.co/company/planwise,Sydney,Personal Finance,Planwise,,1550000,10-Jan,Seed,planwise.com,8.463013699,183149.8867,0,0,5,"1,509","1,871"
2565,2565,7/1/2013,Startup,https://angel.co/company/plasticity-1,Waterloo,PaaS,Plasticity,,2700000,Nov-50,Series A,plasticitylabs.com,6.460273973,417938.9313,1,0,25,"5,316","4,849"
2568,2568,8/1/2015,Startup,https://angel.co/company/platoteam,Austin,Messaging,Plato,,3000000,Nov-50,Seed,platoapp.com,4.375342466,685660.6137,1,0,25,"3,436",12
2573,2573,6/1/2012,Startup,https://angel.co/company/playbasis,Singapore,Game Mechanics,Playbasis,,2573000,Nov-50,Series A,playbasis.com,7.542465753,341135.1253,1,0,25,236,4
2576,2576,3/1/2014,Startup,https://angel.co/company/playyon,Vancouver,Transaction Processing,PlayyOn,,255000,10-Jan,Seed,playyon.com,5.794520548,44007.0922,0,0,5,167,397
2577,2577,8/1/2013,Startup,https://angel.co/company/playzum,San Francisco,Social Media Platforms,Playzum,,80000,10-Jan,Seed,playzum.com,6.375342466,12548.34551,0,0,5,0,0
2581,2581,8/1/2013,Startup,https://angel.co/company/plot-projects,Amsterdam,Location Based Services,Plot Projects,,400000,Nov-50,Seed,plotprojects.com,6.375342466,62741.72755,0,0,25,494,70
2582,2582,4/1/2013,Startup,https://angel.co/company/plovgh,Las Vegas,Distribution,Plovgh,,300000,10-Jan,Seed,plovgh.com,6.709589041,44712.1274,0,0,5,"1,018",920
2583,2583,5/1/2013,Startup,https://angel.co/company/plugsurfing,Berlin,Clean Technology IT,PlugSurfing,,100000,10-Jan,Seed,plugsurfing.com,6.62739726,15088.8797,0,0,5,0,0
2586,2586,2/1/2017,Startup,https://angel.co/company/plume-labs,San Francisco,Consumer Electronics,Plume Labs,,4500000,Nov-50,Seed,plumelabs.com,2.868493151,1568767.908,1,0,25,"8,403",815
2590,2590,6/1/2013,Startup,https://angel.co/company/plynked,Castelfranco Veneto,Small and Medium Businesses,Plynked,,40000,10-Jan,Seed,plynked.com,6.542465753,6113.902848,0,0,5,0,0
2593,2593,5/1/2013,Startup,https://angel.co/company/pocketvideo,Tokyo,Video Editing,PocketVideo,,1430000,10-Jan,Seed,pocket.video,6.62739726,215770.9797,0,0,5,"1,050",940
2595,2595,2/1/2011,Startup,https://angel.co/company/pockets-united,Munich,Personal Finance,Pockets United,,155000,10-Jan,Seed,pocketsunited.com,8.873972603,17466.81074,0,0,5,181,206
2596,2596,2/1/2014,Startup,https://angel.co/company/podster,Russia,Social Media Platforms,Podster,,1000000,10-Jan,Seed,podster.fm,5.871232877,170321.9785,0,0,5,0,0
2597,2597,4/1/2012,Startup,https://angel.co/company/pogoseat,London,Ticketing,Pogoseat,,3050000,10-Jan,Seed,pogoseat.com,7.709589041,395611.2296,1,0,5,"3,658","3,543"
2598,2598,7/1/2012,Startup,https://angel.co/company/point-by-canogle,Berkeley,Location Based Services,Point by Canogle,,778000,10-Jan,Seed,canogle.com,7.460273973,104285.7143,0,0,5,11,10
2599,2599,1/1/2015,Startup,https://angel.co/company/poka,Québec City,Manufacturing,Poka,,2500000,10-Jan,Seed,poka.io,4.956164384,504422.3328,1,0,5,0,0
2600,2600,12/1/2014,Startup,https://angel.co/company/polar,Toronto,Digital Publishing,Polar,,9000000,Nov-50,Seed,polar.me,5.04109589,1785326.087,1,0,25,"2,903","2,230"
2601,2601,7/1/2012,Startup,https://angel.co/company/polarsteps,Amsterdam,Mobile Application,Polarsteps,,5727600,Nov-50,Series A,polarsteps.com,7.460273973,767746.603,1,0,25,"2,135",224
2603,2603,1/1/2015,Startup,https://angel.co/company/pollseye,Bengaluru,Content Discovery,Pollseye,,12000,10-Jan,Seed,pollseye.com,4.956164384,2421.227197,0,0,5,431,"1,770"
2604,2604,5/1/2015,Startup,https://angel.co/company/polly-ai,Seattle,Surveys,Polly,,8200000,10-Jan,Series A,polly.ai,4.62739726,1772054.47,1,0,5,0,0
2606,2606,1/1/2014,Startup,https://angel.co/company/polymathventures,Bogota,Employment,Polymath Ventures,,600000,Nov-50,Seed,polymathv.com,5.956164384,100735.9706,0,0,25,0,0
2608,2608,11/1/2015,Startup,https://angel.co/company/polystream,Guildford,Video Streaming,Polystream,,12000000,Nov-50,Series A,polystream.com,4.123287671,2910299.003,1,0,25,475,286
2610,2610,8/1/2013,Startup,https://angel.co/company/pop-post,Ann Arbor,Digital Entertainment,Pop-Post,,225000,Nov-50,Seed,pop-post.com,6.375342466,35292.22174,0,0,25,945,"1,091"
2618,2618,8/1/2013,Startup,https://angel.co/company/postbeyond,Toronto,SaaS,PostBeyond,,4150000,Nov-50,Series A,PostBeyond.com,6.375342466,650945.4233,1,0,25,"7,538","6,605"
2620,2620,9/1/2012,Startup,https://angel.co/company/postmaster,Austin,Developer Tools,Postmaster,,718000,10-Jan,Seed,postmaster.io,7.290410959,98485.53175,0,0,5,0,0
2622,2622,5/1/2013,Startup,https://angel.co/company/powerhouse-sports-1,White Plains,Fantasy Sports,PowerHouse Sports,,259000,10-Jan,Seed,PowerHouseGM.com,6.62739726,39080.19843,0,0,5,0,0
2627,2627,2/1/2015,Startup,https://angel.co/company/preceptiv,Toronto,Consumer Behavior,Preceptiv,,150000,10-Jan,Seed,preceptiv.co,4.871232877,30793.02587,0,0,5,0,0
2628,2628,7/1/2015,Startup,https://angel.co/company/predata,New York City,Politics,Predata,,3250000,Nov-50,Seed,predata.com,4.460273973,728654.7912,1,0,25,"1,104",247
2629,2629,3/1/2013,Startup,https://angel.co/company/predictspring-inc,Palo Alto,Cloud Data Services,PredictSpring Inc,,11400000,10-Jan,Series A,predictspring.com,6.794520548,1677822.581,1,0,5,202,59
2631,2631,9/1/2013,Startup,https://angel.co/company/predikto,Atlanta,Manufacturing,Predikto,,3640000,10-Jan,Series A,predikto.com,6.290410959,578658.5366,1,0,5,5,0
2632,2632,3/1/2013,Startup,https://angel.co/company/preferral,Nashville,SaaS,Preferral,,23000,10-Jan,Seed,WorkMeIn.com,6.794520548,3385.080645,0,0,5,84,403
2634,2634,10/1/2013,Startup,https://angel.co/company/prepify,Austin,Test Prep,Prepify,,40000,10-Jan,Seed,prepify.me,6.208219178,6443.071492,0,0,5,"1,069",949
2635,2635,3/1/2012,Startup,https://angel.co/company/preply,Berlin,Tutoring,Preply,,1500000,51-200,Seed,preply.com,7.794520548,192442.8822,0,0,125,"1,750","1,709"
2636,2636,9/1/2013,Startup,https://angel.co/company/presella,Beirut,Ticketing,Presella,,376500,10-Jan,Seed,Presella.com,6.290410959,59853.00523,0,0,5,414,218
2637,2637,6/1/2013,Startup,https://angel.co/company/hellopresence,Saint Petersburg,Colleges,Presence,,2500000,Nov-50,Seed,presence.io,6.542465753,382118.928,1,0,25,"2,684","4,210"
2639,2639,8/1/2012,Startup,https://angel.co/company/prestashop,San Francisco,Open Source,PrestaShop,,14291200,51-200,Seed,prestashop.com,7.375342466,1937699.851,1,1,125,36.7K,"1,159"
2641,2641,9/1/2013,Startup,https://angel.co/company/prevently,San Francisco,Mobile Health,Prevently,,985000,Nov-50,Seed,prevently.com,6.290410959,156587.5436,0,0,25,0,0
2642,2642,5/1/2013,Startup,https://angel.co/company/prevoty,Los Angeles,Enterprise Security,Prevoty,,11127000,10-Jan,Series A,prevoty.com,6.62739726,1678939.644,1,0,5,"1,028",714
